,picture,MotherID,light,dark,dark/light,black,white,red,green,blue,yellow,purple,turquoise
181,G18-GS-13.posterize.JPG,G18-GS-13,5753,3456,0.600730054,2982,5536,413,0,25807,217,61,10
182,G18-GS-14.posterize.JPG,G18-GS-14,13237,5844,0.441489764,4584,12132,1157,0,35825,1105,103,12
183,G18-GS-15.posterize.JPG,G18-GS-15,18495,6485,0.350635307,5433,17725,918,0,40852,770,134,21
184,G18-GS-16.posterize.JPG,G18-GS-16,21621,8343,0.385874844,7410,20998,834,0,38182,623,99,29
185,G18-GS-17.posterize.JPG,G18-GS-17,5666,525,0.09265796,234,5549,234,0,15741,117,57,39
186,G18-GS-18.posterize.JPG,G18-GS-18,8871,3461,0.390147672,2902,8679,453,0,23316,192,106,32
187,G18-GS-19.posterize.JPG,G18-GS-19,12736,6106,0.479428392,5434,12091,602,0,40418,645,70,42
188,G18-GS-2.posterize.JPG,G18-GS-2,11366,6434,0.566074257,5206,10716,1185,0,47176,650,43,24
189,G18-GS-20.posterize.JPG,G18-GS-20,32416,13413,0.413777147,11902,31463,1372,0,69709,953,139,26
190,G18-GS-21.posterize.JPG,G18-GS-21,30337,13278,0.437683357,11246,29595,1894,0,57182,742,138,123
191,G18-GS-22.posterize.JPG,G18-GS-22,17113,9172,0.535966809,7551,16059,1535,0,37274,1054,86,21
192,G18-GS-23.posterize.JPG,G18-GS-23,8263,2877,0.348178628,2223,7991,564,0,20506,272,90,34
193,G18-GS-24.posterize.JPG,G18-GS-24,21782,6280,0.28831145,4664,20844,1523,0,45026,938,93,72
194,G18-GS-25.posterize.JPG,G18-GS-25,14247,7199,0.505299361,6547,14052,550,0,32555,195,102,42
195,G18-GS-26.posterize.JPG,G18-GS-26,16482,9924,0.602111394,8424,15625,1395,0,67589,857,105,29
196,G18-GS-27.posterize.JPG,G18-GS-27,25284,9255,0.366041766,7193,24065,1906,0,42684,1219,156,42
197,G18-GS-28.posterize.JPG,G18-GS-28,20707,7748,0.374172985,5957,20164,1662,0,39888,543,129,44
198,G18-GS-3.posterize.JPG,G18-GS-3,22510,6439,0.286050644,4803,21374,1497,0,58537,1136,139,6
199,G18-GS-4.posterize.JPG,G18-GS-4,23458,9453,0.402975531,7933,22234,1434,0,46732,1224,86,7
200,G18-GS-5.posterize.JPG,G18-GS-5,23237,14051,0.604682188,12701,21483,1247,0,56544,1754,103,22
201,G18-GS-6.posterize.JPG,G18-GS-6,6934,1575,0.227141621,973,6841,484,0,28297,93,118,22
202,G18-GS-7.posterize.JPG,G18-GS-7,12711,5251,0.413106758,4092,11505,1093,0,36806,1206,66,105
203,G18-GS-8.posterize.JPG,G18-GS-8,28606,9015,0.315143676,6365,27568,2501,0,41991,1038,149,68
204,G18-GS-9.posterize.JPG,G18-GS-9,13755,5839,0.424500182,5286,13271,505,0,31375,484,48,28
205,G18-GH-1.posterize.JPG,G18-GH-1,37237,14937,0.401133281,13427,35422,1396,0,71668,1815,114,30
206,G18-GH-10.posterize.JPG,G18-GH-10,43389,25998,0.599184125,20068,40348,5530,0,77911,3041,400,110
207,G18-GH-2.posterize.JPG,G18-GH-2,67184,11526,0.171558704,3463,65158,7623,0,62959,2026,440,30
208,G18-GH-3.posterize.JPG,G18-GH-3,27896,15482,0.554989963,13213,22293,2114,0,54248,5603,155,17
209,G18-GH-4.posterize.JPG,G18-GH-4,20144,10003,0.496574662,8459,19154,1398,0,42192,990,146,13
210,G18-GH-5.posterize.JPG,G18-GH-5,29893,9065,0.303248252,6361,26658,2529,0,45540,3235,175,4
211,G18-GH-6.posterize.JPG,G18-GH-6,30335,12903,0.425350255,10407,28294,2326,0,66945,2041,170,31
212,G18-GH-7.posterize.JPG,G18-GH-7,70038,8687,0.124032668,3147,63048,5209,0,81915,6990,331,5
213,G18-GH-8.posterize.JPG,G18-GH-8,22600,9024,0.399292035,4677,21474,3762,0,54205,1126,585,4
214,G18-GH-9.posterize.JPG,G18-GH-9,25645,12027,0.468980308,10336,22495,1552,0,43040,3150,139,18
215,G18-HB-1.posterize.JPG,G18-HB-1,7554,2301,0.304606831,601,7380,1520,0,22231,174,180,74
216,G18-HB-10.posterize.JPG,G18-HB-10,34268,16305,0.475808334,13159,33074,2910,0,66170,1194,236,25
217,G18-HB-11.posterize.JPG,G18-HB-11,36213,12032,0.332256372,9283,35297,2594,0,47799,916,155,74
218,G18-HB-12.posterize.JPG,G18-HB-12,35336,12827,0.363000906,5641,32957,6879,0,56387,2379,307,45
219,G18-HB-13.posterize.JPG,G18-HB-13,27051,16890,0.624376178,13596,24289,3069,0,41798,2762,225,11
220,G18-HB-14.posterize.JPG,G18-HB-14,38250,17899,0.467947712,12345,34544,5378,0,48243,3706,176,37
221,G18-HB-15.posterize.JPG,G18-HB-15,40497,21071,0.520310146,11509,33774,9292,0,52498,6723,270,6
222,G18-HB-16.posterize.JPG,G18-HB-16,31373,9472,0.30191566,4800,26419,4491,0,36874,4954,181,9
223,G18-HB-17.posterize.JPG,G18-HB-17,18118,10802,0.596202671,8738,16559,1842,0,35939,1559,222,15
224,G18-HB-18.posterize.JPG,G18-HB-18,21964,7465,0.33987434,5235,20826,2080,0,39683,1138,150,32
225,G18-HB-19.posterize.JPG,G18-HB-19,37860,13631,0.360036978,6646,32230,6682,0,48218,5630,303,6
226,G18-HB-2.posterize.JPG,G18-HB-2,27669,17859,0.645451588,14043,25510,3634,0,55424,2159,182,28
227,G18-HB-20.posterize.JPG,G18-HB-20,38507,5619,0.145921521,3493,36987,2006,0,36050,1520,120,86
228,G18-HB-21.posterize.JPG,G18-HB-21,24988,11949,0.478189531,8685,21272,3090,0,37845,3716,174,2
229,G18-HB-22.posterize.JPG,G18-HB-22,41706,26433,0.633793699,13475,38359,12684,0,70181,3347,274,16
230,G18-HB-23.posterize.JPG,G18-HB-23,22553,10732,0.47585687,4155,18871,6402,0,34156,3682,175,41
231,G18-HB-24.posterize.JPG,G18-HB-24,26139,10082,0.385707181,6545,25281,3392,0,38351,858,145,52
232,G18-HB-25.posterize.JPG,G18-HB-25,41173,23850,0.579263109,19011,40604,4385,0,71639,569,454,117
233,G18-HB-3.posterize.JPG,G18-HB-3,37205,17766,0.477516463,13460,35938,4071,0,54450,1267,235,62
234,G18-HB-4.posterize.JPG,G18-HB-4,35009,15317,0.437516067,9695,32895,5392,0,48049,2114,230,29
235,G18-HB-5.posterize.JPG,G18-HB-5,39231,11933,0.304172721,4912,36533,6654,0,61703,2698,367,23
236,G18-HB-6.posterize.JPG,G18-HB-6,7933,3045,0.383839657,1754,7337,1186,0,16945,596,105,16
237,G18-HB-7.posterize.JPG,G18-HB-7,33798,10168,0.300846204,6025,32791,3928,0,47016,1007,215,18
238,G18-HB-8.posterize.JPG,G18-HB-8,39617,18283,0.461493803,8429,36332,9634,0,76807,3285,220,7
239,G18-HB-9.posterize.JPG,G18-HB-9,32807,12842,0.391440851,10035,29347,2618,0,48576,3460,189,9
240,E18-Ikla-1.posterize.JPG,E18-Ikla-1-Photo,34676,17456,0.50340293,15797,31723,1449,1,55713,2953,209,35
241,E18-Ikla-10.posterize.JPG,E18-Ikla-10-Photo,37544,31946,0.85089495,30300,31666,1509,0,77024,5878,137,94
242,E18-Ikla-11.posterize.JPG,E18-Ikla-11-Photo,64204,26254,0.408915332,22146,59443,3816,0,89931,4761,292,109
243,E18-Ikla-12.posterize.JPG,E18-Ikla-12-Photo,62000,28905,0.466209677,25779,56125,2905,0,84223,5875,221,84
244,E18-Ikla-13.posterize.JPG,E18-Ikla-13-Photo,26495,18028,0.68043027,16442,24557,1391,0,46755,1938,195,86
245,E18-Ikla-14.2.posterize.JPG,E18-Ikla-14-Photo,26428,16388,0.620099894,13100,18529,3199,0,55677,7899,89,22
246,E18-Ikla-14.posterize.JPG,E18-Ikla-14-Photo,69306,35950,0.518714108,27603,56807,8199,0,83976,12499,148,112
247,E18-Ikla-15.posterize.JPG,E18-Ikla-15-Photo,32201,9620,0.298748486,8070,28280,1476,0,51540,3921,74,73
248,E18-Ikla-16.posterize.JPG,E18-Ikla-16-Photo,37225,19790,0.531631968,17842,29102,1818,7,57262,8123,123,59
249,E18-Ikla-17.posterize.JPG,E18-Ikla-17-Photo,40693,25638,0.63003465,23224,35313,2357,0,54099,5380,57,68
250,E18-Ikla-18.2.posterize.JPG,E18-Ikla-18-Photo,27853,17030,0.611424263,14138,21748,2784,0,53126,6105,108,1
251,E18-Ikla-18.posterize.JPG,E18-Ikla-18-Photo,81443,29544,0.362756775,21930,75114,7314,0,105518,6329,300,63
252,E18-Ikla-19.posterize.JPG,E18-Ikla-19-Photo,17478,14556,0.8328184,13477,16107,978,10,2197,1371,91,44958
253,E18-Ikla-2.posterize.JPG,E18-Ikla-2-Photo,44045,28322,0.64302418,26273,33873,1908,0,70132,10172,141,25
254,E18-Ikla-20.posterize.JPG,E18-Ikla-20-Photo,44813,26608,0.593756276,23734,38124,2774,0,61962,6689,100,101
255,E18-Ikla-3.posterize.JPG,E18-Ikla-3-Photo,69028,33879,0.490800834,30591,59867,3063,0,87262,9161,225,89
256,E18-Ikla-4.posterize.JPG,E18-Ikla-4-Photo,78360,22995,0.293453292,19294,72944,3336,0,83270,5416,365,131
257,E18-Ikla-5.posterize.JPG,E18-Ikla-5-Photo,65973,31946,0.484228396,28510,56331,3345,2,104578,9642,89,167
258,E18-Ikla-6.posterize.JPG,E18-Ikla-6-Photo,98449,32127,0.3263314,20169,90482,11338,0,109756,7967,620,288
259,E18-Ikla-7.posterize.JPG,E18-Ikla-7-Photo,32653,27389,0.838789698,24131,21170,3098,0,65822,11483,160,50
260,E18-Ikla-8.posterize.JPG,E18-Ikla-8-Photo,82272,11172,0.135793466,6314,72837,4687,0,85137,9435,171,39
261,E18-Ikla-9.posterize.JPG,E18-Ikla-9-Photo,39477,16178,0.409808243,13584,33525,2381,0,53998,5952,213,45
262,G18-KB-1.posterize.JPG,G18-KB-1,42193,13926,0.330054748,11423,38094,2215,0,76321,4099,288,1
263,G18-KB-10.posterize.JPG,G18-KB-10,40522,13302,0.328266127,10632,35934,2407,0,47365,4588,263,3
264,G18-KB-11.posterize.JPG,G18-KB-11,52347,8508,0.162530804,3194,46628,5074,0,55650,5719,240,3
265,G18-KB-12.posterize.JPG,G18-KB-12,47415,20096,0.423832121,14353,38558,5510,0,57514,8857,233,3
266,G18-KB-13.posterize.JPG,G18-KB-13,49613,14141,0.285026102,4417,47024,9561,0,71280,2589,163,102
267,G18-KB-14.posterize.JPG,G18-KB-14,62605,19621,0.313409472,10576,60335,8696,0,82931,2270,349,8
268,G18-KB-15.posterize.JPG,G18-KB-15,63232,24080,0.380819838,17939,59395,5861,0,80754,3837,280,6
269,G18-KB-16.posterize.JPG,G18-KB-16,40304,9332,0.231540294,5097,32918,3974,0,49774,7386,261,4
270,G18-KB-17.posterize.JPG,G18-KB-17,53054,14383,0.271101142,9663,51352,4529,0,54797,1702,191,13
271,G18-KB-18.posterize.JPG,G18-KB-18,42876,11281,0.263107566,7245,38731,3731,0,53318,4145,305,1
272,G18-KB-19.posterize.JPG,G18-KB-19,78737,22423,0.28478352,7067,70762,14974,0,93860,7975,382,0
273,G18-KB-2.posterize.JPG,G18-KB-2,69541,19856,0.2855294,12923,65158,6660,0,83761,4383,273,4
274,G18-KB-20.posterize.JPG,G18-KB-20,61255,18901,0.308562566,12801,58906,5860,0,66287,2349,240,5
275,G18-KB-21.posterize.JPG,G18-KB-21,26748,13277,0.496373561,8910,24852,4081,0,45294,1896,286,5
276,G18-KB-22.posterize.JPG,G18-KB-22,52681,15326,0.290920825,9649,44420,5356,0,65237,8261,321,1
277,G18-KB-3.posterize.JPG,G18-KB-3,32565,4249,0.130477507,1105,26848,3004,0,34836,5717,140,6
278,G18-KB-4.posterize.JPG,G18-KB-4,54383,25095,0.46144935,18989,53097,5561,0,54180,1286,545,10
279,G18-KB-5.posterize.JPG,G18-KB-5,57667,14036,0.243397437,10421,54189,3364,0,86986,3478,251,3
280,G18-KB-6.posterize.JPG,G18-KB-6,66070,29655,0.448842137,25243,59907,4062,0,76173,6163,350,3
281,G18-KB-7.posterize.JPG,G18-KB-7,43930,23691,0.539289779,19883,34151,3562,0,69243,9779,246,0
282,G18-KB-8.posterize.JPG,G18-KB-8,32145,19643,0.611074817,13601,28177,5786,0,55067,3968,256,0
283,G18-KB-9.posterize.JPG,G18-KB-9,38926,11989,0.307994657,6802,34557,4906,0,47219,4369,281,0
284,G18-LB-1.posterize.JPG,G18-LB-1,24092,6143,0.254980907,4713,20888,1352,0,35982,3204,78,80
285,G18-LB-10.posterize.JPG,G18-LB-10,50905,26179,0.514271683,23074,41917,2977,0,80388,8988,128,48
286,G18-LB-11.posterize.JPG,G18-LB-11,54265,25086,0.462286925,22978,49834,2029,0,65877,4431,79,76
287,G18-LB-12.posterize.JPG,G18-LB-12,48177,5656,0.117400419,2497,41126,3008,0,56640,7051,151,214
288,G18-LB-13.posterize.JPG,G18-LB-13,33946,8941,0.263388912,7588,32680,1238,0,48573,1266,115,388
289,G18-LB-14.posterize.JPG,G18-LB-14,33508,10365,0.309329115,8516,26202,1763,0,49226,7306,86,27
290,G18-LB-15.posterize.JPG,G18-LB-15,35698,10565,0.295954955,7945,30040,2477,0,49674,5658,143,181
291,G18-LB-16.posterize.JPG,G18-LB-16,33006,13283,0.40244198,9721,23768,3343,0,47188,9238,219,71
292,G18-LB-17.posterize.JPG,G18-LB-17,55498,22395,0.403528055,20243,51525,1954,0,1937,3973,198,87246
293,G18-LB-18.posterize.JPG,G18-LB-18,49150,12417,0.252634791,9203,37002,3012,0,66779,12148,202,80
294,G18-LB-19.posterize.JPG,G18-LB-19,32231,10372,0.321801992,8089,31071,2169,0,58017,1160,114,192
295,G18-LB-2.posterize.JPG,G18-LB-2,37040,30282,0.817548596,27677,31686,2477,0,57531,5354,128,59
296,G18-LB-20.posterize.JPG,G18-LB-20,63871,18466,0.289113995,14924,59588,3435,0,81894,4283,107,153
297,G18-LB-3.posterize.JPG,G18-LB-3,36513,11323,0.310108728,7430,24933,3758,0,42646,11580,135,38
298,G18-LB-4.posterize.JPG,G18-LB-4,30675,12682,0.413431133,10166,27145,2393,0,46584,3530,123,101
299,G18-LB-5.posterize.JPG,G18-LB-5,37121,16762,0.451550335,12079,32226,4544,0,49780,4895,139,77
300,G18-LB-6.posterize.JPG,G18-LB-6,31828,10263,0.322451929,4720,29225,5198,0,64830,2603,345,24
301,G18-LB-7.posterize.JPG,G18-LB-7,44451,9241,0.207891836,5915,34613,3158,0,58310,9838,168,12
302,G18-LB-8.posterize.JPG,G18-LB-8,34050,16009,0.470161527,13832,28570,2041,0,72854,5480,136,32
303,G18-LB-9.posterize.JPG,G18-LB-9,45490,16635,0.365684766,14551,42447,1916,0,282,3043,168,60337
304,G18-MW-1.posterize.JPG,G18-MW-1,34918,18915,0.541697692,16230,34224,2467,0,60968,694,218,117
305,G18-MW-2.posterize.JPG,G18-MW-2,31595,8565,0.271087197,5585,28948,2897,0,36860,2647,83,36
306,G18-MW-3.posterize.JPG,G18-MW-3,41667,25118,0.602827177,19356,38321,5574,0,53272,3346,188,42
307,G18-MW-4.posterize.JPG,G18-MW-4,45295,25010,0.552158075,17243,39595,7552,0,62613,5700,215,22
308,G18-MW-5.posterize.JPG,G18-MW-5,41881,29286,0.699266971,22737,36864,5826,0,54574,5017,723,59
309,G18-MW-6.posterize.JPG,G18-MW-6,32786,17208,0.524858171,15859,32482,1069,0,55541,304,280,81
310,G18-MW-7.posterize.JPG,G18-MW-7,32217,15920,0.494149052,14413,30737,1382,0,47078,1480,125,62
311,G18-MW-8.posterize.JPG,G18-MW-8,38453,14118,0.367149507,11593,35012,2426,0,65000,3441,99,77
312,E18-Paernu-1.2.posterize.JPG,E18-Paernu-1-Photo,43495,21062,0.484239568,16746,36069,4196,0,79389,7426,120,198
313,E18-Paernu-1.posterize.JPG,E18-Paernu-1-Photo,43994,20209,0.459358094,14823,33479,5248,0,62134,10515,138,146
314,E18-Paernu-10.posterize.JPG,E18-Paernu-10-Photo,27395,8375,0.305712721,6297,26274,1959,0,49096,1121,119,76
315,E18-Paernu-11.posterize.JPG,E18-Paernu-11-Photo,39069,14312,0.366326243,11780,34981,2375,0,58171,4088,157,40
316,E18-Paernu-12.posterize.JPG,E18-Paernu-12-Photo,28502,9419,0.330468037,7619,23858,1683,0,48806,4644,117,41
317,E18-Paernu-13.posterize.JPG,E18-Paernu-13-Photo,28359,12937,0.456186748,11231,25722,1487,0,56933,2637,219,78
318,E18-Paernu-14.2.posterize.JPG,E18-Paernu-14-Photo,28688,7399,0.257912716,5176,24158,1994,0,46633,4530,229,34
319,E18-Paernu-14.posterize.JPG,E18-Paernu-14-Photo,38027,4424,0.116338391,1223,29401,2631,0,49822,8626,570,72
320,E18-Paernu-15.posterize.JPG,E18-Paernu-15-Photo,42418,14606,0.344334952,11123,37879,3314,0,61289,4539,169,127
321,E18-Paernu-16.posterize.JPG,E18-Paernu-16-Photo,68048,5165,0.075902304,2395,62207,2632,0,63837,5841,138,357
322,E18-Paernu-17.posterize.JPG,E18-Paernu-17-Photo,41253,10078,0.244297384,6343,34284,3581,0,49326,6969,154,72
323,E18-Paernu-18.2.posterize.JPG,E18-Paernu-18-Photo,36578,5335,0.145852698,2472,31697,2757,0,43159,4881,106,64
324,E18-Paernu-18.posterize.JPG,E18-Paernu-18-Photo,44165,1672,0.037858032,188,40745,1302,0,1343,3420,182,49537
325,E18-Paernu-19.posterize.JPG,E18-Paernu-19-Photo,49785,11603,0.233062167,8342,46671,3034,0,65055,3114,227,173
326,E18-Paernu-2.posterize.JPG,E18-Paernu-2-Photo,60789,12670,0.208425867,8409,46265,4129,0,66776,14524,132,52
327,E18-Paernu-20.posterize.JPG,E18-Paernu-20-Photo,46371,15806,0.340859589,10227,41800,5159,0,63770,4571,420,137
328,E18-Paernu-3.posterize.JPG,E18-Paernu-3-Photo,55460,15028,0.270970069,8513,43734,6280,0,54411,11726,235,16
329,E18-Paernu-4.posterize.JPG,E18-Paernu-4-Photo,64329,14285,0.22206159,11179,58273,2948,0,74124,6056,158,97
330,E18-Paernu-5.posterize.JPG,E18-Paernu-5-Photo,30691,18101,0.589782021,15699,21843,2259,0,62344,8848,143,84
331,E18-Paernu-6.posterize.JPG,E18-Paernu-6-Photo,53003,29846,0.563100202,26768,43942,2835,0,81854,9061,243,78
332,E18-Paernu-7.posterize.JPG,E18-Paernu-7-Photo,26243,4939,0.188202568,3607,24131,1197,0,35162,2112,135,110
333,E18-Paernu-8.2.posterize.JPG,E18-Paernu-8-Photo,32270,6496,0.201301518,3634,27041,2704,0,52300,5229,158,17
334,E18-Paernu-8.posterize.JPG,E18-Paernu-8-Photo,35915,4716,0.131310038,1640,27484,2879,0,47720,8431,197,57
335,E18-Paernu-9.posterize.JPG,E18-Paernu-9-Photo,44067,15709,0.356479906,12827,38131,2689,0,59944,5936,193,160
336,SF18-Perry-1.posterize.JPG,SF18-Perry-1-Photo,58034,27952,0.481648689,25710,52138,2118,0,90888,5896,124,186
337,SF18-Perry-10.posterize.JPG,SF18-Perry-10-Photo,27235,8768,0.321938682,6591,22468,2078,0,55921,4767,99,140
338,SF18-Perry-11.posterize.JPG,SF18-Perry-11-Photo,47425,22128,0.466589352,19200,39621,2661,0,87281,7804,267,36
339,SF18-Perry-12.posterize.JPG,SF18-Perry-12-Photo,30825,16483,0.534728305,15396,27173,957,7,55420,3652,123,92
340,SF18-Perry-13.posterize.JPG,SF18-Perry-13-Photo,26855,8580,0.319493577,6659,24651,1601,0,50314,2204,320,51
341,SF18-Perry-15.posterize.JPG,SF18-Perry-15-Photo,65665,38665,0.588822051,35360,55081,3162,4,87460,10584,139,110
342,SF18-Perry-16.posterize.JPG,SF18-Perry-16-Photo,15687,5934,0.378275005,4768,14602,973,0,39165,1085,193,58
343,SF18-Perry-17.posterize.JPG,SF18-Perry-17-Photo,34048,18200,0.534539474,15748,28418,2196,0,58293,5630,256,31
344,SF18-Perry-18.posterize.JPG,SF18-Perry-18-Photo,46003,21735,0.472469187,17991,31684,3313,2,85376,14319,429,26
345,SF18-Perry-19.posterize.JPG,SF18-Perry-19-Photo,48618,30398,0.62524168,27296,37699,2894,2,78724,10919,206,20
346,SF18-Perry-2.posterize.JPG,SF18-Perry-2-Photo,51126,25101,0.490963502,22880,43536,2154,0,63784,7590,67,250
347,SF18-Perry-20.posterize.JPG,SF18-Perry-20-Photo,28431,18577,0.653406493,16727,19177,1734,0,60825,9254,116,36
348,SF18-Perry-3.posterize.JPG,SF18-Perry-3-Photo,24666,6739,0.273210087,5619,23677,956,0,31022,989,164,41
349,SF18-Perry-4.posterize.JPG,SF18-Perry-4-Photo,33145,10131,0.305656962,7327,25942,2487,0,45861,7203,317,33
350,SF18-Perry-5.posterize.JPG,SF18-Perry-5-Photo,37588,22653,0.602665744,20914,26703,1492,0,64888,10885,247,31
351,SF18-Perry-6.posterize.JPG,SF18-Perry-6-Photo,48464,20661,0.426316441,17587,39644,2805,0,76115,8820,269,120
352,SF18-Perry-7.posterize.JPG,SF18-Perry-7-Photo,25612,10785,0.421091676,8997,23113,1490,0,53929,2499,298,76
353,SF18-Perry-8.posterize.JPG,SF18-Perry-8-Photo,30597,4211,0.137627872,2181,27515,1788,0,44933,3082,242,30
354,SF18-Perry-9.posterize.JPG,SF18-Perry-9-Photo,43216,25751,0.595867271,22901,34462,2604,0,72089,8754,246,138
355,G18-PB-1.posterize.JPG,G18-PB-1,41593,13587,0.326665545,9877,36048,3575,0,66903,5545,135,57
